LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-135.4437384,59.2203242,586,Small Tracts Rd,,,,,,,150ce682e88c5237
-135.443662,59.2199398,596,Small Tracts Rd,,,,,,,45fe5cb964ee36a5
-135.445508,59.2230389,431,Small Tracts Rd,,,,,,,7baf3a9cd1121ac9
-135.4459896,59.2231565,440,Mud Bay Rd,,,,,,,b107a99a088e475f
-135.4453929,59.2234196,417,Small Tracts Rd,,,,,,,57dc37eec21a306e
-135.4443788,59.2232648,442,Small Tracts Rd,,,,,,,401f0cbba37b90c0
-135.4463779,59.2240979,417,Tower Rd,,,,,,,5b6a886503cef2cc
-135.4467896,59.2218871,522,Mud Bay Rd,,,,,,,35c8b5f0db61cb73
-135.4478862,59.2224783,507,Mud Bay Rd,,,,,,,32842e710546a5c8
-135.4482572,59.2222429,515,Mud Bay Rd,,,,,,,4115c4b5b901e454
-135.4483122,59.2219362,525,Mud Bay Rd,,,,,,,7d870a4cffbccefc
-135.4481057,59.2216634,535,Mud Bay Rd,,,,,,,2d4a70944973d3a4
-135.4471495,59.2211808,544,Mud Bay Rd,,,,,,,b6f32ab1ed606588
-135.4470593,59.2205905,554,Mud Bay Rd,,,,,,,5793d219a908fca6
-135.4485693,59.2212152,553,Mud Bay Rd,,,,,,,e6a1f503d7a8500d
-135.4476757,59.2202793,574,Mud Bay Rd,,,,,,,176fcbe3b52d801a
-135.4490406,59.2205402,585,Mud Bay Rd,,,,,,,c720602fd9ee4dac
-135.4481296,59.2198756,598,Mud Bay Rd,,,,,,,059ba97ae30a233b
-135.4500426,59.2207941,18,Raven Rd,,,,,,,cd3380cf800f4b72
-135.4508938,59.2204317,19,Raven Rd,,,,,,,f2b7b8672c613bc2
-135.4517122,59.2209151,38,Raven Rd,,,,,,,338029d6ed7cc620
-135.4500879,59.219882,615,Mud Bay Rd,,,,,,,b36dda54c5ef9ec0
-135.4492836,59.2190924,626,Mud Bay Rd,,,,,,,afc8f1c0a00e7c7a
-135.4490716,59.218379,672,Mud Bay Rd,,,,,,,ab62b142a0b476ae
-135.4485305,59.2172948,712,Mud Bay Rd,,,,,,,164ee8d1ee742d16
-135.4447653,59.2156241,751,Small Tracts Rd,,,,,,,6a9a976c8eb8cb5a
-135.4413816,59.215458,742,Small Tracts Rd,,,,,,,2435337ba44f846a
-135.4430896,59.2151812,764,Small Tracts Rd,,,,,,,0921038c12d0bf2c
-135.4445084,59.215136,777,Small Tracts Rd,,,,,,,423a527e9436e39d
-135.4432861,59.2145878,778,Small Tracts Rd,,,,,,,5e258d3140aeaa17
-135.4417589,59.2142536,808,Small Tracts Rd,,,,,,,168dadd2ddd6f45a
-135.4447504,59.2148107,779,Small Tracts Rd,,,,,,,a6b0ac25e1cecde8
-135.4385703,59.2157197,117,Small Tracts Spr,,,,,,,f94686009afc3616
-135.4358766,59.2156048,112,Small Tracts Spr,,,,,,,a28433c883afe784
-135.4349919,59.215094,96,Small Tracts Spr,,,,,,,ba99fcc54cc7fd84
-135.4340351,59.2142228,64,Small Tracts Spr,,,,,,,97585dbffc3fd955
-135.4368514,59.2145825,80,Small Tracts Spr,,,,,,,73522f9f81f41f70
-135.4365434,59.2141655,48,Small Tracts Spr,,,,,,,5e63ff84555f6702
-135.4364862,59.213157,16,Small Tracts Spr,,,,,,,4140fa16a2eec468
-135.4362342,59.2124489,974,Small Tracts Rd,,,,,,,458993cb42ba8c58
-135.4375344,59.2127959,970,Small Tracts Rd,,,,,,,57ce4d606a34f293
-135.4381468,59.2122536,961,Small Tracts Rd,,,,,,,964d95b8206d7879
-135.4394383,59.2123541,935,Small Tracts Rd,,,,,,,656cd08be12b80f8
-135.4414322,59.2119978,896,Small Tracts Rd,,,,,,,c2f4f0e2154ed1e8
-135.4425692,59.212396,881,Small Tracts Rd,,,,,,,ae70fc3b8061cb50
-135.4449268,59.2129248,11,McPhetres Rd,,,,,,,a18cf9a7950ede8a
-135.4455209,59.2132448,24,McPhetres Rd,,,,,,,33fd95c74f086b9a
-135.4464198,59.213237,38,McPhetres Rd,,,,,,,f02fd3fcaab6ef5c
-135.4479818,59.2128385,85,McPhetres Rd,,,,,,,164917c0f8d3febc
-135.4483785,59.2128035,876,Mud Bay Rd,,,,,,,14871ac03e0faff5
-135.4493823,59.2296263,99,Deishu Dr,,,,,,,26734abbabbb8e08
-135.4496463,59.2294068,96,Deishu Dr,,,,,,,be6bf0cebd573614
-135.4499478,59.2294079,90,Deishu Dr,,,,,,,01028755efa1ece8
-135.4502731,59.2294076,86,Deishu Dr,,,,,,,e837f0e85def424a
-135.4504156,59.2296237,83,Deishu Dr,,,,,,,8ff093ae88d5725f
-135.4505925,59.229408,78,Deishu Dr,,,,,,,07f66915caa1dfe4
-135.4507475,59.2296228,77,Deishu Dr,,,,,,,8e990b01fb6abd3c
-135.451087,59.2296249,73,Deishu Dr,,,,,,,d08afc05df5064db
-135.4509198,59.2294081,74,Deishu Dr,,,,,,,a271061c7868d660
-135.4511871,59.2302877,40,Deishu Dr,,,,,,,5cf25d550a848804
-135.4510835,59.2300493,37,Deishu Dr,,,,,,,d2fff77a8872ae48
-135.4507454,59.2300489,29,Deishu Dr,,,,,,,64b9020190603f37
-135.4503928,59.2300466,25,Deishu Dr,,,,,,,bc9e55b0816b7b60
-135.4500249,59.2300475,17,Deishu Dr,,,,,,,0cba4fc348d4d871
-135.4493457,59.230052,5,Deishu Dr,,,,,,,d9577d0d8e476940
-135.4492156,59.2302751,4,Deishu Dr,,,,,,,1fd88ae32613276a
-135.4495845,59.230271,8,Deishu Dr,,,,,,,b2505b29fb2a2ebf
-135.4498606,59.2302639,14,Deishu Dr,,,,,,,eb3d3fb3b2be75fa
-135.4502065,59.2302727,22,Deishu Dr,,,,,,,98af79a01e0def13
-135.4505033,59.230266,28,Deishu Dr,,,,,,,f81bccc97af51d0a
-135.4508409,59.2302836,34,Deishu Dr,,,,,,,82a0298a5d4c4c5b
-135.4457857,59.2327853,144,S 2nd Ave,,,,,,,a8c5c1ad47c03881
-135.4446214,59.2326661,153,S 1st Ave,,,,,,,dedfee1dae54a363
-135.4455496,59.2330962,138,S 2nd Ave,,,,,,,9fd4b8083a850aff
-135.4456068,59.2332595,132,S 2nd Ave,,,,,,,dfb411a6ec0e89ae
-135.4455898,59.2333341,130,S 2nd Ave,,,,,,,4b6538138d4f0fec
-135.4455491,59.2334,128,S 2nd Ave,,,,,,,91efe80e89aa3137
-135.4458212,59.2339884,111,S 2nd Ave,,,,,,,4f18184d0728fe6c
-135.4459346,59.2338171,115,S 2nd Ave,,,,,,,5247b2347e420125
-135.4484506,59.2330391,151,S 3rd Ave,,,,,,,532285eadc9c99fb
-135.447384,59.234261,104,S 3rd Ave,,,,,,,461dceabcb2083d8
-135.4472509,59.2342877,225,Willard St,,,,,,,ce26a9e51876a838
-135.4465591,59.2342087,215,Willard St,,,,,,,f4b599a23da0029a
-135.446493,59.2341846,213,Willard St,,,,,,,fec4fa34c2572f71
-135.4463044,59.2341693,211,Willard St,,,,,,,61ed730751f49705
-135.446212,59.2341765,209,Willard St,,,,,,,d4a5b54287edd851
-135.4458726,59.2341931,201,Willard St,,,,,,,efd836d6339e0f92
-135.4457639,59.2348634,205,Main St,,,,,,,727f8513d94cee83
-135.4458683,59.2349593,207,Main St,,,,,,,171ae4915653f243
-135.4460042,59.2349698,209,Main St,,,,,,,4aa1010acd797a8f
-135.4464292,59.2349984,219,Main St,,,,,,,bc81de1aab7854d9
-135.4465858,59.2350134,223,Main St,,,,,,,716af6df57b80905
-135.4462487,59.2351849,214,Main St,,,,,,,6d7f3b97c7264ae0
-135.4460016,59.235165,210,Main St,,,,,,,edc097df6c420a02
-135.4459276,59.2351608,208,Main St,,,,,,,ca6c6bb27a7ad679
-135.4456261,59.2351278,204,Main St,,,,,,,7727f2c7f051945f
-135.4457358,59.2347488,202,Townhouse Pl,,,,,,,9b02235fc95843b4
-135.4460173,59.2347539,210,Townhouse Pl,,,,,,,40da2f81a123e5e6
-135.4460288,59.234608,209,Townhouse Pl,,,,,,,24d0de4a921cd361
-135.4468335,59.2348643,224,Townhouse Pl,,,,,,,095bcf9929dbabd2
-135.4470242,59.2348121,226,Townhouse Pl,,,,,,,53310f427b9ad60e
-135.4471899,59.2348242,230,Townhouse Pl,,,,,,,5dc1dc03e52c17c1
-135.4451013,59.23508,126,Main St,,,,,,,5438ce5ad4522199
-135.4448529,59.235062,122,Main St,,,,,,,f2d77fdefaa0ae47
-135.4447564,59.2350541,118,Main St,,,,,,,8ccb4b79c9a5489f
-135.4446838,59.2350487,116,Main St,,,,,,,f85240dcfc09886c
-135.4441868,59.2350534,108,Main St,,,,,,,d1b35cded2101921
-135.4438581,59.23498,102,Main St,,,,,,,f1aef098e817373e
-135.4434838,59.2349498,22,Main St,,,,,,,2a21fd33484afb76
-135.443346,59.2349379,16,Main St,,,,,,,019b113530532655
-135.4430062,59.2349086,10,Main St,,,,,,,2bc66e279d77e299
-135.4428968,59.2348992,8,Main St,,,,,,,37f7894753473627
-135.4426006,59.2349767,7,N Front St,,,,,,,5be3e0617ee265e4
-135.4419932,59.2351289,10,N Front St,,,,,,,bd593d85e9010194
-135.4422357,59.2347573,2,N Front St,,,,,,,2b257c0c13f8fa70
-135.4450431,59.2348523,117,Main St,,,,,,,093463fb667d43ba
-135.4478048,59.2353106,308,Main St,,,,,,,456bc625c799013e
-135.4479534,59.2353266,310,Main St,,,,,,,7b36a1a7968628bf
-135.4481292,59.2353408,312,Main St,,,,,,,47670852cf0faba5
-135.4484402,59.2354345,318,Main St,,,,,,,66a209750b25058c
-135.4485932,59.2353977,322,Main St,,,,,,,2d570695094e72bc
-135.4489229,59.2354108,332,Main St,,,,,,,f9dae17b34418d16
-135.4487003,59.2360295,24,N 4th Ave,,,,,,,39745d44cc2e99f2
-135.449344,59.2361643,25,N 4th Ave,,,,,,,7d1459c6c62c8444
-135.4494464,59.2354686,402,Main St,,,,,,,c647652c907c372d
-135.4505661,59.2355491,420,Main St,,,,,,,e3358cf95542054c
-135.4508945,59.235574,430,Main St,,,,,,,78fc9d49a1347713
-135.4515065,59.2356209,502,Main St,,,,,,,8d70fa101a638987
-135.4516522,59.2353265,501,Main St,,,,,,,ca5ca1967d618cc7
-135.4526739,59.2358328,524,Main St,,,,,,,34cec06f5c5aeed5
-135.4527357,59.236393,26,N 6th Ave,,,,,,,c7063195f7b867e5
-135.452332,59.2364799,527,Dalton St,,,,,,,5cc633767df6442d
-135.4518655,59.2364498,519,Dalton St,,,,,,,99df3e39e1aa5b3a
-135.4515299,59.2363799,503,Dalton St,,,,,,,71a0b6219640cd6b
-135.4512045,59.2362726,25,N 5th Ave,,,,,,,8cf01f388e02efce
-135.4505956,59.2366432,426,Dalton St,,,,,,,6acb32bf1ab028cf
-135.4501244,59.2366547,418,Dalton St,,,,,,,5181ee1a63310382
-135.4497418,59.2367366,412,Dalton St,,,,,,,1ec49c1971d961eb
-135.4541154,59.2358396,614,Main St,,,,,,,feeee9664c2b0519
-135.4560636,59.2356052,715,Main St,,,,,,,f28e96e6398668b1
-135.4590182,59.2360006,836,Main St,,,,,,,f92ff283a9a98475
-135.4591758,59.2359887,838,Main St,,,,,,,fc9ca844d7b29a02
-135.4593182,59.2359424,842,Main St,,,,,,,7cdac5261700d8b9
-135.4597622,59.2359464,847,Main St,,,,,,,fd82cdec59f5b126
-135.4597472,59.2358996,848,Main St,,,,,,,4dd92f14125e7e01
-135.4570271,59.2364689,755,Union St,,,,,,,83cb9d293acb1511
-135.4589838,59.2374938,113,Allen Rd,,,,,,,fc9fd9e05e5f39f6
-135.458961,59.2382396,215,Allen Rd,,,,,,,800066b84ba6ea29
-135.4589544,59.2384962,223,Allen Rd,,,,,,,51b4032674b9e211
-135.4582053,59.2385235,220,Allen Rd,,,,,,,11168a78b6dd7af9
-135.4590104,59.2386778,231,Allen Rd,,,,,,,db68bacd1b8587dd
-135.4582966,59.2388013,8,Helms Loop,,,,,,,cf9c6800af87d660
-135.4580457,59.2388294,14,Helms Loop,,,,,,,4688857071e10144
-135.4573833,59.2389448,22,Helms Loop,,,,,,,a8fd1d3c2596a9d3
-135.4576628,59.2392816,19,Helms Loop,,,,,,,b81e7a5f24f4aba1
-135.4583774,59.2391072,7,Helms Loop,,,,,,,f6cf3741d64841c7
-135.459156,59.2390171,245,Allen Rd,,,,,,,a0f7817c51fa0647
-135.4563683,59.239182,32,Helms Loop,,,,,,,a33677d9a18e9a7c
-135.4552157,59.2389756,44,Helms Loop,,,,,,,9f66952dc47cd2e6
-135.4567846,59.2400213,52,Helms Loop,,,,,,,3137881ccd1397ad
-135.4572735,59.2400182,62,Helms Loop,,,,,,,e95092a627e4f3ec
-135.457327,59.2398013,61,Helms Loop,,,,,,,5f861f73202a1053
-135.4580293,59.239726,75,Helms Loop,,,,,,,06bd69d2140d2efb
-135.4583899,59.2396725,79,Helms Loop,,,,,,,e51fbcf34e6ab1d1
-135.4585012,59.2400982,82,Helms Loop,,,,,,,ea46f0faa9e58f51
-135.4594501,59.2394892,265,Allen Rd,,,,,,,0a8cb191d2caa7ae
-135.4508686,59.2374711,503,Union St,,,,,,,6fa9eaa7c6d3c5fa
-135.4503644,59.2374216,431,Union St,,,,,,,20b9e93d82a6a5b5
-135.4504495,59.2369653,118,N 5th Ave,,,,,,,44878c8068bac66c
-135.4485506,59.2369547,126,N 4th Ave,,,,,,,38fbd940e7fbcba0
-135.4483454,59.2372485,329,Union St,,,,,,,d3755c85f21fb42e
-135.4475216,59.2371741,315,Union St,,,,,,,8c62a63ea00222ff
-135.4473246,59.2371452,309,Union St,,,,,,,45aa50c2edbe5b5b
-135.4469368,59.2371022,131,N 3rd Ave,,,,,,,77246ba65211e3bf
-135.4463865,59.2362674,230,Dalton St,,,,,,,1da46161ba59cd6c
-135.4474754,59.2364326,308,Dalton St,,,,,,,e528c2ad29d3d735
-135.4477495,59.2365893,119,N 3rd Ave,,,,,,,e86b97966d05d250
-135.4481005,59.2364162,320,Dalton St,,,,,,,29f55b65d5391bdf
-135.4434406,59.2356682,101,Dalton St,,,,,,,a2bb39b10a1b6c53
-135.4436585,59.2356143,103,Dalton St,,,,,,,b327298b73925f23
-135.4441064,59.2357047,113,Dalton St,,,,,,,3afa26ef4d9db2fa
-135.4448956,59.2356886,22,N 2nd Ave,,,,,,,8bb09c51224a35b1
-135.444659,59.2355763,20,N 2nd Ave,,,,,,,3111478d5f71984a
-135.4449325,59.2355385,18,N 2nd Ave,,,,,,,d2c05ed76453f17a
-135.4450783,59.2352933,8,N 2nd Ave,,,,,,,504df7ef947d7e83
-135.4451244,59.2351685,6,N 2nd Ave,,,,,,,0f28820636f94bd5
-135.4456068,59.2353487,11,N 2nd Ave,,,,,,,5dfa24f2b8131c8f
-135.4454201,59.2353968,13,N 2nd Ave,,,,,,,89ff1b7fd2bc205b
-135.4454036,59.2354555,15,N 2nd Ave,,,,,,,fd31784930f9a5e8
-135.4459341,59.2359747,217,Dalton St,,,,,,,aa592fb68e819ef1
-135.4430864,59.2367582,103,Union St,,,,,,,ca1ce2cb597c9e1c
-135.4431537,59.2364,116,N 2nd Ave,,,,,,,7aa31ebb363fae83
-135.4438853,59.2366398,109,Union St,,,,,,,1272415ceba3490a
-135.4438315,59.2368821,119,Union St,,,,,,,5c02fa4d95bdff21
-135.4445195,59.2368043,132,N 2nd Ave,,,,,,,767216c99c144f13
-135.4445752,59.2366403,120,N 2nd Ave,,,,,,,6ad13f48ae4d1104
-135.444998,59.2366332,121,N 2nd Ave,,,,,,,9d5f9478df450718
-135.4450341,59.2365143,117,N 2nd Ave,,,,,,,e4ce83c02cea7017
-135.4453732,59.2369895,203,Union St,,,,,,,2199a8b8ebbbfdc0
-135.4460135,59.2370158,219,Union St,,,,,,,8cef39b74061f35a
-135.44659,59.2381539,229,N 3rd Ave,,,,,,,ab4a24d3b93e8bda
-135.4466298,59.237989,221,N 3rd Ave,,,,,,,3c4f99858277f94d
-135.4468537,59.2382666,311,View St,,,,,,,c49c98a311ab1839
-135.4467813,59.2385601,304,View St,,,,,,,c0e4a3ecf79a6188
-135.4471954,59.2382962,315,View St,,,,,,,cfd3b80ea1400911
-135.4475031,59.2382379,317,View St,,,,,,,eae7c076b8fe55b5
-135.4478151,59.2383303,329,View St,,,,,,,71d519c413caa2be
-135.445907,59.2385409,302,Lynnvue Dr,,,,,,,a03cff8a55dff00a
-135.4464597,59.2386878,307,Lynnvue Dr,,,,,,,d80d02ab97048a0b
-135.446416,59.23883,311,Lynnvue Dr,,,,,,,dfec293551750008
-135.4459422,59.2388043,314,Lynnvue Dr,,,,,,,53d2235011fd891d
-135.4459008,59.2389329,320,Lynnvue Dr,,,,,,,8a1626350040ed07
-135.4465532,59.239083,321,Lynnvue Dr,,,,,,,f805adb5db695458
-135.4464045,59.239204,327,Lynnvue Dr,,,,,,,5990c8351a35d71b
-135.4457845,59.2391205,324,Lynnvue Dr,,,,,,,965e85f26d25a46a
-135.4455702,59.2391978,330,Lynnvue Dr,,,,,,,be8693c14da7d25e
-135.4458084,59.2393382,332,Lynnvue Dr,,,,,,,937fe8754dcf498d
-135.4463923,59.2393804,333,Lynnvue Dr,,,,,,,2f03c7c144d88f5d
-135.4464415,59.2394877,339,Lynnvue Dr,,,,,,,89737b55b9499036
-135.4457935,59.2395332,338,Lynnvue Dr,,,,,,,436d26cbe28fe3e5
-135.4465386,59.2399325,343,Lynnvue Dr,,,,,,,c1d754a3b8cc0181
-135.4462314,59.2399699,345,Lynnvue Dr,,,,,,,0d27bdaf60259c21
-135.4457949,59.2399425,349,Lynnvue Dr,,,,,,,91aeeb901d01d56a
-135.4453301,59.239645,362,Lynnvue Dr,,,,,,,c6253a7acdc46e9f
-135.4450173,59.2395881,372,Lynnvue Dr,,,,,,,7d48ef24600159ce
-135.444912,59.2394139,376,Lynnvue Dr,,,,,,,920a14154abcadb0
