LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-135.5002089,59.2434617,1722,Haines Hwy,,,,,,,841986b36b0c3158
-135.4925061,59.2436564,88,Cathedral View Dr,,,,,,,738bb519474be1b1
-135.4237073,59.2246151,371,S Beach Rd,,,,,,,707dd137111d687e
-135.4264856,59.2256579,317,S Beach Rd,,,,,,,3e0535fefe01fc80
-135.4271947,59.224719,271,S Beach Rd,,,,,,,262f9c804fba4a78
-135.431868,59.2255408,209,S Beach Rd,,,,,,,0a0ff6338d3c0213
-135.4330188,59.2248317,32,Kathleen Dr,,,,,,,1a315865ed4f91dd
-135.4289094,59.2250019,259,S Beach Rd,,,,,,,d4c16846fc220488
-135.4207953,59.2245544,427,S Beach Rd,,,,,,,e94dd5231c866e57
-135.4146279,59.2243383,532,S Beach Rd,,,,,,,c5a778b81e5b3827
-135.4131365,59.2232247,577,S Beach Rd,,,,,,,97ad18e616d436ab
-135.4095131,59.224034,622,S Beach Rd,,,,,,,b602da19868b41d4
-135.4076222,59.2224251,682,S Beach Rd,,,,,,,e1d1b5ee5fdccc01
-135.4077399,59.2227921,670,S Beach Rd,,,,,,,fcca255114893005
-135.4095829,59.2223844,649,S Beach Rd,,,,,,,09b0a8712366197c
-135.4065512,59.2214034,731,S Beach Rd,,,,,,,353fa96c7b3f3c14
-135.4038608,59.2219985,748,S Beach Rd,,,,,,,aed1d3a5a9e7277e
-135.4007389,59.2211142,804,S Beach Rd,,,,,,,a954006b1a086e4b
-135.3995095,59.2193311,859,S Beach Rd,,,,,,,30c67740aa89ecc2
-135.400493,59.2196475,849,S Beach Rd,,,,,,,b4b5c1a31453949e
-135.4000204,59.2203779,836,S Beach Rd,,,,,,,1b33ac70e25c6f24
-135.4036375,59.2212145,765,S Beach Rd,,,,,,,e90863ca367fbbe2
-135.4013947,59.2215091,794,S Beach Rd,,,,,,,38929b9af5d5ea7c
-135.4115643,59.2233696,608,S Beach Rd,,,,,,,6d796935e3bb7708
-135.4120372,59.2237796,584,S Beach Rd,,,,,,,f096d4c24a7a4ce0
-135.4026685,59.2218022,768,S Beach Rd,,,,,,,1bb300a20a7d71fa
-135.4297862,59.2250279,241,S Beach Rd,,,,,,,767323dbe7d08813
-135.4255117,59.224906,319,S Beach Rd,,,,,,,4a82d3dd712ce585
-135.4242814,59.2252485,361,S Beach Rd,,,,,,,26e63677aee64d59
-135.4166317,59.2234769,511,S Beach Rd,,,,,,,ab8d2dc2ac5ed9f4
-135.4085951,59.2241842,638,S Beach Rd,,,,,,,f64cde0ddc32ac3d
-135.4079882,59.223518,656,S Beach Rd,,,,,,,922e1dc4a91c75b8
-135.4310599,59.2254651,221,S Beach Rd,,,,,,,7a43ed2ddda90d5b
-135.4381809,59.22759,75,S Beach Rd,,,,,,,626fb5d480f53393
-135.4383813,59.2277014,69,S Beach Rd,,,,,,,6480047a37651f49
-135.4386762,59.2279949,61,S Beach Rd,,,,,,,c416f0e4e6ae1e74
-135.4386865,59.2278684,2,Tower Rd,,,,,,,226a6dda7f20d6cc
-135.4393676,59.2282826,39,S Beach Rd,,,,,,,29e7c43703669806
-135.4393858,59.2282396,2,Portage St,,,,,,,dcbfc7bbc76be1a1
-135.4401539,59.228603,5,Blacksmith St,,,,,,,27893bb8d590611f
-135.440274,59.2285142,11,Blacksmith St,,,,,,,ac6e2b3db8aa746e
-135.4490787,59.2265832,251,Gruening Dr,,,,,,,2a5cf16ebb47b2ca
-135.4497903,59.226938,229,Gruening Dr,,,,,,,6bea479293f84372
-135.4497682,59.2272398,227,Gruening Dr,,,,,,,688ac20419518acc
-135.4469098,59.2261571,404,River Rd,,,,,,,e850dd3bc48e0acf
-135.4474057,59.2265549,317,Mud Bay Rd,,,,,,,f5804862c220c7a8
-135.4478601,59.2267216,313,Mud Bay Rd,,,,,,,0fb72be2fa08b950
-135.4484817,59.2270893,385,S 3rd Ave,,,,,,,3743cc2b0d93f2c5
-135.4491711,59.2276506,401,Major Rd,,,,,,,4b20a7a9679746ed
-135.4493955,59.2276799,403,Major Rd,,,,,,,3288bc64db165dda
-135.4493026,59.2275208,220,Gruening Dr,,,,,,,85b137971adaa66f
-135.4463979,59.2256175,359,Mud Bay Rd,,,,,,,3f988455bbcbdc6b
-135.4461368,59.2250929,379,Mud Bay Rd,,,,,,,cf76c7b89273795c
-135.44627,59.2243837,414,Tower Rd,,,,,,,f2ca29218471e43d
-135.4431562,59.2346719,11,Main St,,,,,,,94199c699756755b
-135.4431871,59.23417,92,S 1st Ave,,,,,,,8b1f19bae8cd6925
-135.4436219,59.233622,114,S 1st Ave,,,,,,,7daa54fcbe925c23
-135.4444375,59.2340015,111,S 1st Ave,,,,,,,444ca558972fdd80
-135.4446284,59.2334497,131,S 1st Ave,,,,,,,99e89aa99d81bac9
-135.4507693,59.2194112,629,Mud Bay Rd,,,,,,,ae3018500e0b94ec
-135.447247,59.2236343,417,Mud Bay Rd,,,,,,,7d7b6d27d61aa922
-135.3985101,59.2198778,864,S Beach Rd,,,,,,,96dea53114c6b512
-135.4084633,59.2219826,717,S Beach Rd,,,,,,,77f0e0fccd0ec713
-135.4292239,59.2218547,216,Mt. Riley Rd,,,,,,,ccb7439bac539d18
-135.4447536,59.2358149,30,N 2nd Ave,,,,,,,f745d7f3e1abf68f
-135.4518332,59.2374727,523,Union St,,,,,,,92c47f5a099509fb
-135.4501762,59.2376913,430,Union St,,,,,,,bca7bceff71af882
-135.4511158,59.2384116,520,Union St,,,,,,,ddff8ab3c13c8a8e
-135.448061,59.2360707,317,Dalton St,,,,,,,503d951a74dd5e1a
-135.4477006,59.2359496,305,Dalton St,,,,,,,bcc3513872a4817a
-135.4459197,59.2283083,117,Mud Bay Rd,,,,,,,e0de8f2cc242006a
-135.4462111,59.2282793,119,Mud Bay Rd,,,,,,,a34d60aa1f8f2af2
-135.4452936,59.2289827,334,S 2nd Ave,,,,,,,77fca61defdae53f
-135.4447936,59.2289238,57,Mud Bay Rd,,,,,,,a3243bae03da95f6
-135.4440244,59.2286763,40,Mud Bay Rd,,,,,,,8ce05a145efe13ed
-135.4437614,59.2283577,16,Ft. Seward Dr,,,,,,,aa60132f954c55a5
-135.4431448,59.2284805,40,Totem Rd,,,,,,,1cabfb3c2622b08c
-135.4441636,59.2294138,41,Haines Hwy,,,,,,,2d41b52186032861
-135.4395992,59.2273653,30,Tower Rd,,,,,,,effc7010a7ea2da3
-135.4411471,59.2256243,217,Tower Rd,,,,,,,303d8ea552fb5e3d
-135.4414919,59.2255974,223,Tower Rd,,,,,,,2a010f110495ba95
-135.4419449,59.2254182,235,Tower Rd,,,,,,,0a0d2eb773b8d190
-135.4421061,59.2249988,410,FAA Rd,,,,,,,15265a6d24608409
-135.4413064,59.2252501,251,Battle Rd,,,,,,,ba279715eaec32e0
-135.4409014,59.2253296,245,Battle Rd,,,,,,,29b81f1a0ed43d6b
-135.4403671,59.2251334,242,Battle Rd,,,,,,,e5f63d3ad04d291a
-135.4407497,59.2249895,250,Battle Rd,,,,,,,57fc7a0de4d18c3d
-135.4400973,59.2253248,232,Battle Rd,,,,,,,3109a31cc66a872a
-135.4397613,59.2255329,222,Battle Rd,,,,,,,ea24cc50c0682084
-135.4404601,59.2256175,231,Battle Rd,,,,,,,fc08558b397c723c
-135.4390966,59.2250351,410,Matrix Dr,,,,,,,cc595ef49bb41edf
-135.4397058,59.2246243,211,Old Hart St,,,,,,,3a49ff4ef0e25097
-135.4401554,59.2243287,223,Old Hart St,,,,,,,2dc8322a842bc123
-135.4412041,59.2241216,438,FAA Rd,,,,,,,74239502eb661257
-135.4416136,59.2245551,278,Battle Rd,,,,,,,6bbf2c314fbfdca1
-135.4421799,59.2241309,449,FAA Rd,,,,,,,d80bb4c5618040fd
-135.4380085,59.2245748,430,Matrix Dr,,,,,,,bd9567db52015937
-135.4373116,59.2244849,446,Matrix Dr,,,,,,,2ebc62d65aa942c4
-135.4367927,59.2241088,468,Matrix Dr,,,,,,,dc5a186755175255
-135.4370225,59.2235137,475,Matrix Dr,,,,,,,1f0752ed5e8d4b61
-135.438889,59.2232912,439,New Hart Rd,,,,,,,db909a274e729325
-135.4395447,59.2235385,415,New Hart Rd,,,,,,,eb93d9c3d65038e0
-135.4404775,59.2233314,466,FAA Rd,,,,,,,126c8d135663b775
-135.4418333,59.2232265,312,Myra Ln,,,,,,,0ec041585ab30d7c
-135.4419509,59.2228457,309,Myra Ln,,,,,,,4e4d2b9c521b3624
-135.441005,59.2225111,514,FAA Rd,,,,,,,e6955e192942bc38
-135.4410524,59.2220884,522,FAA Rd,,,,,,,300479a8b85ff779
-135.441937,59.2220918,551,FAA Rd,,,,,,,ab3561bd4b8050e7
-135.44191,59.221903,561,FAA Rd,,,,,,,fd042ea31fc8d376
-135.4414826,59.2215721,571,FAA Rd,,,,,,,9436f5830f525642
-135.4437214,59.2216106,538,Small Tracts Rd,,,,,,,4a0aeb53bc786f28
-135.4439418,59.2217766,532,Small Tracts Rd,,,,,,,871887ccdecbcbfd
-135.4439507,59.2221341,520,Small Tracts Rd,,,,,,,3d42fae581ad4d5d
-135.4441979,59.2225658,442,Small Tracts Rd,,,,,,,3978449fbdfd3cfb
-135.4442972,59.2228909,436,Small Tracts Rd,,,,,,,b8204a7567d0bfc0
-135.4452955,59.2227034,441,Small Tracts Rd,,,,,,,87fe783d7b15a29a
-135.44501,59.2223839,503,Small Tracts Rd,,,,,,,fda879b1a39d2991
-135.4454781,59.2215269,535,Small Tracts Rd,,,,,,,3b2db5388cdc1ebb
-135.4448162,59.2212543,547,Small Tracts Rd,,,,,,,f094ef99996f3986
-135.443705,59.2210102,576,Small Tracts Rd,,,,,,,e316836a8a3cd5c3
-135.443573,59.2205136,584,Small Tracts Rd,,,,,,,30be373ffa4d4370
