,NUMBER,STREET,UNIT,CITY,DISTRICT,COUNTRY,REGION,POSTCODE,ID
135690,3,Leubinger Straße,,Sömmerda,,de,,,
228024,6,Hirtengasse,,Marisfeld,,de,,,
445960,2,Siedlung,,Roßleben,,de,,,
313596,2,Lindenaustraße,,Ohrdruf,,de,,,
501258,16a,Am Texas,,Sonneberg,,de,,,
207313,13,Am Schulhof,,Brotterode-Trusetal,,de,,,
299563,5,Friedensstraße,,Georgenthal/Thür. Wald,,de,,,
191168,22,Linsengrund,,Meiningen,,de,,,
33557,3,Schwarzbach,,Schwarzbach,,de,,,
327807,8,Zum Wächs,,Drei Gleichen,,de,,,
189837,18,Lerchenweg,,Meiningen,,de,,,
456693,4,Staatsstraße,,Kyffhäuserland,,de,,,
546050,1,Marienplatz,,Dingelstädt,,de,,,
532958,10,Steinsdorf,,Leutenberg,,de,,,
227282,1,Hintere Gasse,,Hildburghausen,,de,,,
231043,11,Hainstraße,,Schleusingen,,de,,,
254733,31a,Oberer Schutz,,Bad Salzungen,,de,,,
531703,11,Wolftal,,Wittgendorf,,de,,,
210187,100,Hauptstraße,,Unterschönau,,de,,,
520052,15,Emil-Hartmann-Straße,,Rudolstadt,,de,,,
567990,3a,Jägerstraße,,Leinefelde-Worbis,,de,,,
581182,19,Hauptstraße,,Herbsleben,,de,,,
267502,11,Obereller Straße,,Marksuhl,,de,,,
358282,9,Eisenberger Straße,,Frauenprießnitz,,de,,,
210893,146,Pfarrgasse,,Vachdorf,,de,,,
76893,93,Hermann-Brill-Straße,,Erfurt,,de,,,
63498,2,Lutherstraße,,Meuselwitz,,de,,,
402015,18,Altengesees,,Remptendorf,,de,,,
392373,11,Rudolf-Breitscheid-Straße,,Schleiz,,de,,,
146250,12,Mannheimer Straße,,Apolda,,de,,,
547717,64,Hauptstraße,,Geisleden,,de,,,
44203,2,Am Sommerbad,,Kraftsdorf,,de,,,
83376,14,Schrödergasse,,Erfurt,,de,,,
473433,85,Johannisgasse,,Amt Wachsenburg,,de,,,
372694,49b,Lindenstraße,,Tautenburg,,de,,,
190004,4,Elsterweg,,Meiningen,,de,,,
189541,98,Am Wasser,,Meiningen,,de,,,
117659,2,Untergraben,,Weimar,,de,,,
125181,200,Schulstraße,,Großneuhausen,,de,,,
396898,9,Querstraße,,Krölpa,,de,,,
363131,43,Am Kreuz,,Kahla,,de,,,
357257,21,Richard-Wagner-Straße,,Eisenberg,,de,,,
247918,121,Kasseler Straße,,Eisenach,,de,,,
317376,3,Breitemarkstein,,Tambach-Dietharz/Thür. Wald,,de,,,
296423,10,Hauptstraße,,Emleben,,de,,,
417796,1,Am Dorfteich,,Nordhausen,,de,,,
565555,4,Gerstenhofstraße,,Leinefelde-Worbis,,de,,,
271567,1,Zur Hohle,,Schleid,,de,,,
130859,1,Pappelweg,,Kölleda,,de,,,
269975,76,Forststraße,,Ruhla,,de,,,
61037,6,Prößdorfer Weg,,Lucka,,de,,,
335953,6,Käthe-Kollwitz-Straße,,Jena,,de,,,
543216,67,Halle-Kasseler-Straße,,Breitenworbis,,de,,,
228546,38,Reuriether Dorfstraße,,Reurieth,,de,,,
235474,138,Coburger Straße,,Ummerstadt,,de,,,
24966,5,Am Schafacker,,Greiz,,de,,,
39009,2,Sommerseite,,Zeulenroda-Triebes,,de,,,
357711,3,Zeilbäume,,Eisenberg,,de,,,
226409,11,Wilhelm-Rathke-Straße,,Hildburghausen,,de,,,
16777,90,Dahlienstraße,,Bad Köstritz,,de,,,
390551,19,Gartenstraße,,Ranis,,de,,,
345351,1,Wildenbruchstraße,,Jena,,de,,,
283885,29,Nürnberger Straße,,Moorgrund,,de,,,
406208,5a,Dorfstraße,,Buchholz,,de,,,
215396,87,Schönauer Straße,,Zella-Mehlis,,de,,,
165752,79,Dorfstraße,,Obertrebra,,de,,,
468647,23,Ernst-Thälmann-Straße,,Geschwenda,,de,,,
231906,25,An der Hauptstraße,,Schleusingen,,de,,,
262354,5,Wolfsgasse,,Dippach,,de,,,
343084,39,Schenkstraße,,Jena,,de,,,
240152,4,Schloss,,Römhild,,de,,,
497410,8,Mühlgraben,,Schalkau,,de,,,
497225,29,Coburger Straße,,Schalkau,,de,,,
551473,6,Weststraße,,Heilbad Heiligenstadt,,de,,,
390648,21,Lindenstraße,,Ranis,,de,,,
88474,52,Eibischweg,,Erfurt,,de,,,
55441,1,Pontewitz,,Dobitschen,,de,,,
470228,18,Schillerstraße,,Gräfenroda,,de,,,
498525,36,Friedrich-Ludwig-Jahn-Straße,,Sonneberg,,de,,,
485953,131,Schleusinger Straße,,Stützerbach,,de,,,
470466,43,Wiesenweg,,Gräfenroda,,de,,,
419299,12,Wertherstraße,,Nordhausen,,de,,,
588554,5,Johannes-Eccard-Straße,,Mühlhausen/Thüringen,,de,,,
43539,7,Köfeln,,Harth-Pöllnitz,,de,,,
306482,7,Große Fahnenstraße,,Gotha,,de,,,
238784,29,Mühlenstraße,,Nahetal-Waldau,,de,,,
51614,19,Franzosengraben,,Altenburg,,de,,,
559475,22,Oberdorf,,Reinholterode,,de,,,
572815,18,Alte Tennstedter Straße,,Bad Langensalza,,de,,,
249332,6,Emilienstraße,,Eisenach,,de,,,
209183,33a,Südstraße,,Brotterode-Trusetal,,de,,,
103923,23,Schobersmühlenweg,,Erfurt,,de,,,
179742,6,Froschmarkt,,Benshausen,,de,,,
464832,106,Klostergasse,,Elxleben,,de,,,
19126,26,Am Zuckerberg,,Brahmenau,,de,,,
526256,33,Sonneberger Straße,,Saalfeld/Saale,,de,,,
298711,11,Eichbergstraße,,Friedrichroda,,de,,,
412111,5a,Johannes-Kleinspehn-Straße,,Nordhausen,,de,,,
6505,25,Herderstraße,,Gera,,de,,,
548128,3,Mühlweg,,Geismar,,de,,,
15726,3,Niebraer Weg,,Gera,,de,,,
293215,1,Am Burgrain,,Kaltennordheim,,de,,,
185955,43b,Karlstraße,,Floh-Seligenthal,,de,,,
67028,8a,Wilchwitzer Straße,,Nobitz,,de,,,
264597,1,Industriestraße,,Geisa,,de,,,
291886,12,Lindengasse,,Krayenberggemeinde,,de,,,
218034,93,Bettenhäuser Straße,,Rhönblick,,de,,,
234299,1,Hildburghäuser Straße,,Straufhain,,de,,,
171415,16,Richard-Strauss-Straße,,Suhl,,de,,,
203197,106,Hauptstraße,,Schwallungen,,de,,,
249389,20a,Erich-Honstein-Straße,,Eisenach,,de,,,
545896,2,Hestelweg,,Dingelstädt,,de,,,
203963,5,Am Gymnasium,,Schwallungen,,de,,,
310974,56,Georgenthaler Straße,,Herrenhof,,de,,,
350326,12,Bahnhofstraße,,Bad Klosterlausnitz,,de,,,
319937,26,Waltershäuser Landstraße,,Waltershausen,,de,,,
264345,9,Zur Kirche,,Geisa,,de,,,
216817,3,Kurze Straße,,Zella-Mehlis,,de,,,
436951,11,Nordhäuser Straße,,Greußen,,de,,,
340725,18d,Closewitz,,Jena,,de,,,
331870,8,Schafgasse,,Hörsel,,de,,,
521688,4,An den Langen Bergen,,Rudolstadt,,de,,,
225953,7,Oberes Kleinodsfeld,,Hildburghausen,,de,,,
461158,11,Thomas-Mann-Straße,,Arnstadt,,de,,,
350563,4,Eisenberger Straße,,Bad Klosterlausnitz,,de,,,
182630,134,Gartenweg,,Einhausen,,de,,,
233509,16,Breitenbacher Straße,,St.Kilian,,de,,,
208392,12,Ziegengasse,,Brotterode-Trusetal,,de,,,
247269,28,Frankfurter Straße,,Eisenach,,de,,,
221000,202,Hellinger Straße,,Bad Colberg-Heldburg,,de,,,
77623,40,Am Katzenberg,,Erfurt,,de,,,
180673,6,Dichte Reihe,,Breitungen/Werra,,de,,,
392611,6,Windmühlenweg,,Schleiz,,de,,,
521377,7,An der Brücke,,Rudolstadt,,de,,,
501144,44,Ortsstraße,,Sonneberg,,de,,,
589049,6b,Wanfrieder Landstraße,,Mühlhausen/Thüringen,,de,,,
502533,69,Lange Gasse,,Sonneberg,,de,,,
356958,5,Malzplan,,Eisenberg,,de,,,
307621,12,Hützelsgasse,,Gotha,,de,,,
225598,20,Hertelstraße,,Hildburghausen,,de,,,
304669,1a,Arnoldiplatz,,Gotha,,de,,,
468468,7,Zur Bergbrauerei,,Geraberg,,de,,,
217855,47,Vorstadt,,Rhönblick,,de,,,
272920,9,Hintergasse,,Stadtlengsfeld,,de,,,
304438,9a,Dreikronengasse,,Gotha,,de,,,
39884,3a,Grüna,,Zeulenroda-Triebes,,de,,,
51889,45,Geraer Straße,,Altenburg,,de,,,
71008,2,Iwan-Pawlow-Straße,,Schmölln,,de,,,
80870,19,Große Schenkgasse,,Erfurt,,de,,,
406415,39,Große Bahnhofstraße,,Ellrich,,de,,,
107406,33,Papiermühlenweg,,Erfurt,,de,,,
9266,57,Straße des Bergmanns,,Gera,,de,,,
342518,8,Karl-Rothe-Straße,,Jena,,de,,,
563601,7,Obergemeinde,,Teistungen,,de,,,
455753,7,Schlössergasse,,Großenehrich,,de,,,
268816,8,Buchholzweg,,Nazza,,de,,,
177631,35,Alexander-Gerbig-Straße,,Suhl,,de,,,
453621,3,Straße des Aufbaus,,Wasserthaleben,,de,,,
457050,2,Mönchsweg,,Kyffhäuserland,,de,,,
331943,34a,Hauptstraße,,Hörsel,,de,,,
207370,15,Brotteroder Straße,,Brotterode-Trusetal,,de,,,
424494,1,Große Lehne,,Werther,,de,,,
352008,44,Über dem Dorfe,,Bucha,,de,,,
93726,22a,Die Große Nummer,,Erfurt,,de,,,
98297,3a,Am Alten Backhaus,,Erfurt,,de,,,
208752,25,Bernsbachstraße,,Brotterode-Trusetal,,de,,,
77139,5,Brombeerweg,,Erfurt,,de,,,
114748,28,Falkstraße,,Weimar,,de,,,
520953,120a,Breitscheidstraße,,Rudolstadt,,de,,,
150019,12,Hauptstraße,,Bad Berka,,de,,,
48081,8,Talstraße,,Mohlsdorf-Teichwolframsdorf,,de,,,
529822,33,Geraer Straße,,Saalfeld/Saale,,de,,,
505328,5,Talstraße,,Steinach,,de,,,
100864,19,Palmberg,,Erfurt,,de,,,
473317,32,Am Kirchberg,,Amt Wachsenburg,,de,,,
401602,25,Eliasbrunn,,Remptendorf,,de,,,
225043,14,Am Kümmelhag,,Hildburghausen,,de,,,
80436,35b,Grimmstraße,,Erfurt,,de,,,
88609,51,Bodenfeldallee,,Erfurt,,de,,,
251134,40a,Sophienstraße,,Eisenach,,de,,,
210597,52a,Gasse,,Utendorf,,de,,,
475841,2,Dorfplan,,Ilmenau,,de,,,
240444,15,Heurichstraße,,Römhild,,de,,,
583138,11b,Volkenrodaer Straße,,Körner,,de,,,
359178,25,Hauptstraße,,Graitschen b. Bürgel,,de,,,
163484,109,Magdalaer Straße,,Mellingen,,de,,,
507631,1,Hennersberg,,Frankenblick,,de,,,
361491,10,Beethovenstraße,,Hermsdorf,,de,,,
412607,12,Arnoldstraße,,Nordhausen,,de,,,
423664,73,Mittelreihe,,Hohenstein,,de,,,
437972,58,Greußener Straße,,Greußen,,de,,,
453371,30,Neue Reihe,,Voigtstedt,,de,,,
97730,5,Am Lerchenschlag,,Erfurt,,de,,,
332721,12,Wiesenweg,,Hörsel,,de,,,
92750,33,Erfurter Landstraße,,Erfurt,,de,,,
161662,9,Dorfstraße,,Kromsdorf,,de,,,
271961,26,Friedrich-Engels-Ring,,Seebach,,de,,,
35879,7,Burgstraße,,Weida,,de,,,
362742,37,Wildungstraße,,Hermsdorf,,de,,,
531825,7,Brauersgasse,,Remda-Teichel,,de,,,
395085,50,Leubsdorfer Straße,,Triptis,,de,,,
96566,80,Josef-Ries-Straße,,Erfurt,,de,,,
418405,27,Krugweg,,Nordhausen,,de,,,
530054,37a,Straße der Freundschaft,,Saalfeld/Saale,,de,,,
507319,19,Am Adelsberg,,Frankenblick,,de,,,
574373,34,Am Jüdenhügel,,Bad Langensalza,,de,,,
190108,33,Finkenweg,,Meiningen,,de,,,
334473,22b,Wilhelm-Busch-Weg,,Jena,,de,,,
124416,12,Thomas-Müntzer-Straße,,Gebesee,,de,,,
574561,6a,Bad Nauheimer Straße,,Bad Langensalza,,de,,,
525154,14,Hirschengasse,,Saalfeld/Saale,,de,,,
124305,58,Schulstraße,,Gebesee,,de,,,
544795,6c,Märther Straße,,Burgwalde,,de,,,
325,36a,Roben,,Gera,,de,,,
451222,6,Jechaer Weg,,Sondershausen,,de,,,
187603,9,Körnergasse,,Kaltensundheim,,de,,,
325656,3,Am Heiligen Brunnen,,Leinatal,,de,,,
572587,23,Kleine Bergstraße,,Bad Langensalza,,de,,,
272417,127a,Hauptstraße,,Stadtlengsfeld,,de,,,
130174,4,Johannisstraße,,Kölleda,,de,,,
564488,4,Weißer Weg,,Leinefelde-Worbis,,de,,,
295129,60a,Friedrichsanfang,,Crawinkel,,de,,,
83754,2,Siegfriedweg,,Erfurt,,de,,,
339361,17,Döbereinerstraße,,Jena,,de,,,
10193,4,Eselsweg,,Gera,,de,,,
548683,5,Friedensstraße,,Gernrode,,de,,,
112719,12,Marianne-Brandt-Straße,,Weimar,,de,,,
406844,23,Lindenstraße,,Ellrich,,de,,,
582762,10,Am Berg,,Körner,,de,,,
424280,59,Hauptstraße,,Werther,,de,,,
143724,12,Kirchstraße,,Wundersleben,,de,,,
604689,8,Am Wasser,,Vogtei,,de,,,
177896,16,Wiesenstraße,,Suhl,,de,,,
569245,2,Weißenborner Straße,,Am Ohmberg,,de,,,
255146,1,Untersorghof,,Bad Salzungen,,de,,,
262323,1,Bornberg,,Dippach,,de,,,
403085,3,Parkstraße,,Saalburg-Ebersdorf,,de,,,
262860,2,Am Walde,,Frankenroda,,de,,,
298790,82,Alte Hauptstraße,,Friedrichroda,,de,,,
532491,18a,Mühlbachgasse,,Remda-Teichel,,de,,,
529602,17,Am Taubenhügel,,Saalfeld/Saale,,de,,,
229339,38,Dorfstraße,,Schlechtsart,,de,,,
454522,74,Dorfstraße,,Wiehe,,de,,,
234602,31,Bahnhofstraße,,Themar,,de,,,
2958,5b,Lengefelder Straße,,Gera,,de,,,
306973,19,Freundstraße,,Gotha,,de,,,
246306,11,Ulrich-von-Hutten-Straße,,Eisenach,,de,,,
527282,5,Am Oberen Siechenbach,,Saalfeld/Saale,,de,,,
40296,7,Rötlein,,Zeulenroda-Triebes,,de,,,
476904,31b,Erfurter Straße,,Ilmenau,,de,,,
545405,3,Auf der Heide,,Dingelstädt,,de,,,
594009,77,Mehrstedter Dorfstraße,,Schlotheim,,de,,,
187176,25,Dorfstraße,,Hümpfershausen,,de,,,
530302,12,Im Zechengrund,,Saalfeld/Saale,,de,,,
366431,24,An der Leite,,Neuengönna,,de,,,
586006,46,Industriestraße,,Mühlhausen/Thüringen,,de,,,
476504,7a,Albert-Pulvers-Straße,,Ilmenau,,de,,,
301537,30,Mittelhäuser Weg,,Gotha,,de,,,
506522,21,Weststraße,,Frankenblick,,de,,,
484063,72,Schmückestraße,,Schmiedefeld am Rennsteig,,de,,,
135875,19,Ludwig-Bechstein-Straße,,Sömmerda,,de,,,
267538,8,Pfarrgasse,,Marksuhl,,de,,,
430048,9,Neue Straße,,Artern/Unstrut,,de,,,
424665,24,Bachstraße,,Werther,,de,,,
489033,14,Schieferstein,,Ilmtal,,de,,,
358328,1,Camburger Straße,,Frauenprießnitz,,de,,,
376796,20,Ortsstraße,,Bucha,,de,,,
123326,10,Am Anger,,Gangloffsömmern,,de,,,
201435,33a,Eichelbach,,"Schmalkalden, Kurort",,de,,,
528328,17,Stauffenbergstraße,,Saalfeld/Saale,,de,,,
300996,3,Rohrgasse,,Goldbach,,de,,,
483552,47,Lange Gasse,,Rockhausen,,de,,,
512141,21,Ziegenberg,,Kamsdorf,,de,,,
554730,23,Mitteldorf,,Hohes Kreuz,,de,,,
19348,17,Zschippacher Berg,,Brahmenau,,de,,,
478520,5,Am Brauhaus,,Ilmenau,,de,,,
565371,35,Klosterstraße,,Leinefelde-Worbis,,de,,,
256384,15,Liebensteiner Straße,,Barchfeld-Immelborn,,de,,,
331665,1,Bergstraße,,Hörsel,,de,,,
318370,89,Hauptstraße,,Tonna,,de,,,
283723,14,Hohler Graben,,Moorgrund,,de,,,
130858,4,Johann-Mannhardt-Straße,,Kölleda,,de,,,
189371,86,Dolmarstraße,,Meiningen,,de,,,
557785,81,Friedensstraße,,Lindewerra,,de,,,
80789,4,Eschenweg,,Erfurt,,de,,,
48938,95,Albert-Levy-Straße,,Altenburg,,de,,,
228595,40,Reuriether Dorfstraße,,Reurieth,,de,,,
170050,16,Goethestraße,,Ilmtal-Weinstraße,,de,,,
53188,9,Theaterplatz,,Altenburg,,de,,,
403847,47,Friesau,,Saalburg-Ebersdorf,,de,,,
467481,52,Untere Marktstraße,,Gehren,,de,,,
71343,34,Prießnitzstraße,,Schmölln,,de,,,
354596,15,Rosenweg,,Dornburg-Camburg,,de,,,
265500,44,Oberstraße,,Krauthausen,,de,,,
399399,55,Schilbach,,Tanna,,de,,,
357750,18,Zeilbäume,,Eisenberg,,de,,,
173064,16,Lilienweg,,Suhl,,de,,,
6383,16,Hebbelstraße,,Gera,,de,,,
154562,23,Friedhofstraße,,Blankenhain,,de,,,
470024,29,Kirchholz,,Gräfenroda,,de,,,
40790,2a,Untere Haardt,,Zeulenroda-Triebes,,de,,,
63856,24,Uhlandstraße,,Meuselwitz,,de,,,
258379,12,Eisfeld,,Berka/Werra,,de,,,
479213,13,Kastanienstraße,,Ilmenau,,de,,,
485969,18,Sebastian-Kneipp-Straße,,Stützerbach,,de,,,
300372,65,Große Gasse,,Gierstädt,,de,,,
19343,18,Zschippacher Berg,,Brahmenau,,de,,,
148586,2,Denstedter Weg,,Apolda,,de,,,
369976,48,Dorfstraße,,Seitenroda,,de,,,
557278,2,Vor der Windmühle,,Küllstedt,,de,,,
360928,4a,In den Mühlen,,Heideland,,de,,,
101088,23,Am Weiherweg,,Erfurt,,de,,,
216303,1,Heinrich-Ehrhardt-Straße,,Zella-Mehlis,,de,,,
468903,10,Kleine Gasse,,Geschwenda,,de,,,
501903,21,Eichendorffstraße,,Sonneberg,,de,,,
489573,3,Litzgasse,,Ilmtal,,de,,,
48104,3,Zaderlehde,,Mohlsdorf-Teichwolframsdorf,,de,,,
274138,3,Neuer Weg,,Tiefenort,,de,,,
167555,3a,Im Dorfe,,Vippachedelhausen,,de,,,
20849,9,Scheibenweg,,Greiz,,de,,,
243835,11,Feldstraße,,Eisenach,,de,,,
585587,16a,Kruchenplan,,Mühlhausen/Thüringen,,de,,,
111269,7,Heldrunger Straße,,Weimar,,de,,,
90925,12,Geratalstraße,,Erfurt,,de,,,
409976,16,Im Klappenfeld,,Kleinfurra,,de,,,
556527,42,Hauptstraße,,Kirchworbis,,de,,,
527074,10,Uhlandstraße,,Saalfeld/Saale,,de,,,
581029,12a,Fahnerweg,,Herbsleben,,de,,,
77431,11,Kaisersweiden,,Erfurt,,de,,,
15591,34,Laasen,,Gera,,de,,,
185065,48,Ebersbach,,Floh-Seligenthal,,de,,,
241195,2,Hainaer Heurichstraße,,Römhild,,de,,,
377006,36,Ortsstraße,,Crispendorf,,de,,,
497595,12,Siedlung im Grund,,Schalkau,,de,,,
428618,14,Bemmelweg,,Harztor,,de,,,
472674,18,Feldstraße,,Amt Wachsenburg,,de,,,
304300,24,Waltershäuser Straße,,Gotha,,de,,,
73155,18,Borngasse,,Starkenberg,,de,,,
87734,7,Meininger Straße,,Erfurt,,de,,,
458060,2,Masserberger Straße,,Altenfeld,,de,,,
603007,8,Schanzenweg,,Südeichsfeld,,de,,,
275161,40,Alte Poststraße,,Treffurt,,de,,,
188162,28,Hauptstraße,,Kühndorf,,de,,,
182027,5,Winne Hof,,Breitungen/Werra,,de,,,
27254,96,Korbußen,,Korbußen,,de,,,
24055,29,Schönfelder Straße,,Greiz,,de,,,
344115,61,Carl-Blomeyer-Straße,,Jena,,de,,,
61788,18,Thomas-Müntzer-Straße,,Meuselwitz,,de,,,
204379,2,Osterkuppe,,Schwarza,,de,,,
235290,25,Weißbachstraße,,Themar,,de,,,
446709,58,Schachtstraße,,Sondershausen,,de,,,
582347,194,Bahnhofstraße,,Kirchheilingen,,de,,,
567923,36,Hausener Weg,,Leinefelde-Worbis,,de,,,
582089,4,Komstgasse,,Kammerforst,,de,,,
146448,19,Peter-Schilling-Straße,,Apolda,,de,,,
5054,22,Bahnhofstraße,,Gera,,de,,,
374543,33a,Rodatalstraße,,Zöllnitz,,de,,,
414286,7,Hüpedenweg,,Nordhausen,,de,,,
110208,4,Weimarer Straße,,Weimar,,de,,,
265666,9,Am Eisenacher Weg,,Krauthausen,,de,,,
186063,23,Schulstraße,,Floh-Seligenthal,,de,,,
590815,26,Kilianistraße,,Mühlhausen/Thüringen,,de,,,
159650,4,Im Hirseborn,,Kleinobringen,,de,,,
388334,36,Rudolf-Diesel-Straße,,Pößneck,,de,,,
207487,4,Margertz,,Brotterode-Trusetal,,de,,,
276422,4,Dr.-Friedrich-Wegner-Straße,,Treffurt,,de,,,
214690,7,Dr.-Wilhelm-Külz-Straße,,Zella-Mehlis,,de,,,
409515,40,Hauptstraße,,Kehmstedt,,de,,,
203523,27,Cralacher Weg,,Schwallungen,,de,,,
510985,7,Neue Gasse,,Gräfenthal,,de,,,
567978,19,Hinter dem Kloster,,Leinefelde-Worbis,,de,,,
461739,1,Unterer Sonnenhang,,Arnstadt,,de,,,
478896,7c,Johann-Friedrich-Böttger-Straße,,Ilmenau,,de,,,
22128,42,Parkgasse,,Greiz,,de,,,
215679,4,Waldstraße,,Zella-Mehlis,,de,,,
379266,62,Göritz,,Hirschberg,,de,,,
242534,10,Mönchshof,,Römhild,,de,,,
273644,6,Friedensstraße,,Tiefenort,,de,,,
334964,28,Tieckstraße,,Jena,,de,,,
18414,10,Siedlung Neumühl,,Berga/Elster,,de,,,
330452,11,Rettbacher Straße,,Nesse-Apfelstädt,,de,,,
375728,34,Poppendorf,,Schkölen,,de,,,
543233,82,Halle-Kasseler-Straße,,Breitenworbis,,de,,,
505305,16,Steinbächleinring,,Steinach,,de,,,
302716,55a,Reinhardsbrunner Straße,,Gotha,,de,,,
398056,75,Blintendorf,,Gefell,,de,,,
131882,90,Lange Gasse,,Ollendorf,,de,,,
5525,87b,Colliser Straße,,Gera,,de,,,
327689,28,Große Gasse,,Drei Gleichen,,de,,,
307943,23,August-Creutzburg-Straße,,Gotha,,de,,,
159120,5,Obere Schulstraße,,Hopfgarten,,de,,,
341553,69,Schützenhofstraße,,Jena,,de,,,
521326,1,Trommsdorffstraße,,Rudolstadt,,de,,,
183036,5,Alte Gasse,,Erbenhausen,,de,,,
374130,18,Straße der Einheit,,Weißenborn,,de,,,
49715,28,Lindenaustraße,,Altenburg,,de,,,
74709,6,Schmiedeberg,,Windischleuba,,de,,,
134220,3,Wiesenstraße,,Schillingstedt,,de,,,
304248,26,Waltershäuser Straße,,Gotha,,de,,,
559277,61,Fuchsloch,,Pfaffschwende,,de,,,
12892,106,Dornaer Straße,,Gera,,de,,,
76148,46,Kranichfelder Straße,,Erfurt,,de,,,
536472,15,Neusitz,,Uhlstädt-Kirchhasel,,de,,,
134263,20a,Karl-Buchholz-Straße,,Schloßvippach,,de,,,
501744,20,Coburger Allee,,Sonneberg,,de,,,
183208,27b,Straße der Freundschaft,,Fambach,,de,,,
260439,16,Bahnhofstraße,,Dankmarshausen,,de,,,
253662,5,Heinrich-Mann-Straße,,Bad Salzungen,,de,,,
34217,1,Neudörfel,,Weida,,de,,,
306433,9,Uthmannstraße,,Gotha,,de,,,
176352,31,Mühlbergstraße,,Suhl,,de,,,
465594,33b,Südstraße,,Frauenwald,,de,,,
373553,13,Hirtengraben,,Tröbnitz,,de,,,
239062,14,Kurhausstraße,,Masserberg,,de,,,
359564,39,Dorfstraße,,Großlöbichau,,de,,,
603221,25,Eisenacher Straße,,Vogtei,,de,,,
493403,8,Tierberg,,Lauscha,,de,,,
92071,42,Josef-Albers-Straße,,Erfurt,,de,,,
16591,35,Gleina,,Bad Köstritz,,de,,,
125729,10,Erfurter Straße,,Großrudestedt,,de,,,
454275,95,Leopold-von-Ranke-Straße,,Wiehe,,de,,,
77280,6,Haarbergstraße,,Erfurt,,de,,,
148733,114,Zur kleinen Aue,,Apolda,,de,,,
182606,94,An der Hasel,,Einhausen,,de,,,
45069,1,Bahnhofstraße,,Kraftsdorf,,de,,,
136044,3,Paradies,,Sömmerda,,de,,,
86967,44,Fingerhutstraße,,Erfurt,,de,,,
511586,81,Wächtersgraben,,Kamsdorf,,de,,,
565138,29,Oberstraße,,Leinefelde-Worbis,,de,,,
260871,2,Schwimmbadweg,,Dermbach,,de,,,
570016,10,Hinterstraße,,Sonnenstein,,de,,,
296340,5,Gothaer Straße,,Emleben,,de,,,
84859,55e,Langer Graben,,Erfurt,,de,,,
293862,4,Hochheimer Weg,,Ballstädt,,de,,,
87098,3a,Vor dem Hirtstor,,Erfurt,,de,,,
115484,63,Moskauer Straße,,Weimar,,de,,,
503097,10,Schöne Aussicht,,Sonneberg,,de,,,
493859,14,Oberland,,Neuhaus am Rennweg,,de,,,
265983,10,Werrablick,,Krauthausen,,de,,,
381354,2,Gallenberg,,Bad Lobenstein,,de,,,
342295,15,Jenaprießnitzer Straße,,Jena,,de,,,
292485,7,Lengsfelder Straße,,Krayenberggemeinde,,de,,,
550647,12,Menzelstraße,,Heilbad Heiligenstadt,,de,,,
256592,10,Riedhügel,,Barchfeld-Immelborn,,de,,,
515294,7,Fröbelstraße,,Mellenbach-Glasbach,,de,,,
495090,65,Kirchweg,,Neuhaus am Rennweg,,de,,,
322181,10,Kuckucksgasse,,Waltershausen,,de,,,
324435,16,Hochheimer Straße,,Westhausen,,de,,,
150289,4,Friedensplatz,,Bad Berka,,de,,,
122674,68,Thomas-Müntzer-Straße,,Elxleben,,de,,,
87158,77,Jenaer Straße,,Erfurt,,de,,,
23161,2,Carl-Röder-Straße,,Greiz,,de,,,
201402,25a,Eichelbach,,"Schmalkalden, Kurort",,de,,,
511739,7,Am Weidig,,Kamsdorf,,de,,,
524256,13,Unterm Hain,,Rudolstadt,,de,,,
387654,82,Neustädter Straße,,Pößneck,,de,,,
20087,34,Endschütz,,Endschütz,,de,,,
210236,32,Hauptstraße,,Unterschönau,,de,,,
535490,16,Pfarrgasse,,Uhlstädt-Kirchhasel,,de,,,
515483,30,Karl-Marx-Straße,,Mellenbach-Glasbach,,de,,,
299247,20,Gothaer Straße,,Friemar,,de,,,
188105,23,Christeser Straße,,Kühndorf,,de,,,
415274,63,Altendorf,,Nordhausen,,de,,,
431325,14,Anger,,Bad Frankenhausen/Kyffhäuser,,de,,,
532078,1,Am Markt,,Remda-Teichel,,de,,,
541142,8,Werkstraße,,Königsee-Rottenbach,,de,,,
233976,31,Untere Marktstraße,,Straufhain,,de,,,
64107,2,Juri-Gagarin-Straße,,Meuselwitz,,de,,,
162928,14,Schulstraße,,Magdala,,de,,,
24817,10a,Am Höllenberg,,Greiz,,de,,,
66,37f,In den Hopfenwiesen,,Gera,,de,,,
224944,6,Ahornweg,,Hildburghausen,,de,,,
507104,4,Hämmerer Ortsstraße,,Frankenblick,,de,,,
343542,15,Am Gänseberg,,Jena,,de,,,
399365,76,Schilbach,,Tanna,,de,,,
10831,12,Ginkgoweg,,Gera,,de,,,
550042,3,Bergstraße,,Heilbad Heiligenstadt,,de,,,
136434,12,Salzmannstraße,,Sömmerda,,de,,,
428562,2,An der Dittfuhrt,,Harztor,,de,,,
421470,63,Halle-Kasseler-Straße,,Sollstedt,,de,,,
303861,20,Erfurter Landstraße,,Gotha,,de,,,
102949,4,Am Hügel,,Erfurt,,de,,,
277686,42a,Thomas-Müntzer-Straße,,Unterbreizbach,,de,,,
551510,2,Vogelsgasse,,Heilbad Heiligenstadt,,de,,,
128932,64,Hintergasse,,Kölleda,,de,,,
