,NUMBER,STREET,UNIT,CITY,DISTRICT,COUNTRY,REGION,POSTCODE,ID
340061,7,Ostheimer Straße,,Berlin,,de,,12349,
67344,38,Sigismundkorso,,Berlin,,de,,13465,
177830,3,Weg R,,Berlin,,de,,12559,
220313,2,Steinbachstraße,,Berlin,,de,,12489,
248591,19,Mozartstraße,,Berlin,,de,,12307,
146683,37 A,Hermann-Hesse-Straße,,Berlin,,de,,13156,
123116,138,Pfarrstraße,,Berlin,,de,,10317,
154096,154 B,Hobrechtsfelder Chaussee,,Berlin,,de,,13125,
53761,99 B,Osdorfer Straße,,Berlin,,de,,12207,
190516,2,Frankenallee,,Berlin,,de,,14052,
144529,14,Sperberstraße,,Berlin,,de,,13505,
358849,122,Ostseestraße,,Berlin,,de,,10409,
228525,21,Wittestraße,,Berlin,,de,,13509,
21002,14,Karl-Hofer-Straße,,Berlin,,de,,14163,
91491,68,Am Rudower Waldrand,,Berlin,,de,,12355,
219518,47,Sandbacher Weg,,Berlin,,de,,12526,
244519,42 A,Illigstraße,,Berlin,,de,,12307,
62417,28,Sächsische Straße,,Berlin,,de,,10707,
285557,18,Eisenhammerweg,,Berlin,,de,,13507,
93888,22 B,Ahornallee,,Berlin,,de,,12623,
218494,221,Parchwitzer Straße,,Berlin,,de,,12526,
95833,18,An der Wuhlheide,,Berlin,,de,,12459,
87865,14,Bayerischer Platz,,Berlin,,de,,10779,
202656,35,Saalower Straße,,Berlin,,de,,12307,
29500,68 A,Hauptstraße,,Berlin,,de,,12159,
216763,17,Landsberger Straße,,Berlin,,de,,12623,
251279,9,Rodacher Weg,,Berlin,,de,,12249,
243641,112,Hirzerweg,,Berlin,,de,,12107,
97992,3,Bismarcksfelder Straße,,Berlin,,de,,12683,
219364,92,Rüdigerstraße,,Berlin,,de,,10365,
367517,34,Bachstraße,,Berlin,,de,,12623,
146044,1,Kornweg,,Berlin,,de,,13469,
154726,113,Rhinstraße,,Berlin,,de,,10315,
58612,78,Rathausstraße,,Berlin,,de,,12105,
297166,51,Schrimmer Weg,,Berlin,,de,,12355,
20735,26,Fischerhüttenstraße,,Berlin,,de,,14163,
59985,45,Retzowstraße,,Berlin,,de,,12249,
105634,3,Friesenstraße,,Berlin,,de,,12524,
300859,46,Wolburgsweg,,Berlin,,de,,13589,
22144,91,Friedrichrodaer Straße,,Berlin,,de,,12249,
110747,2,Hiddenseestraße,,Berlin,,de,,13189,
194863,70 B,Imbrosweg,,Berlin,,de,,12109,
74177,7,Unkeler Pfad,,Berlin,,de,,13465,
129442,16,Seumestraße,,Berlin,,de,,10245,
15770,62,Drakestraße,,Berlin,,de,,12205,
221112,19,Striesower Weg,,Berlin,,de,,12527,
17967,17,Elbestraße,,Berlin,,de,,12045,
188595,19,Buggestraße,,Berlin,,de,,12163,
27685,3,Grumbacher Weg,,Berlin,,de,,14163,
367948,25,Fennpfuhlweg,,Berlin,,de,,13059,
323549,3 C,Tivoliplatz,,Berlin,,de,,10965,
181146,6,Heinrich-Böll-Straße,,Berlin,,de,,13156,
24685,4 A,Gessepfad,,Berlin,,de,,12305,
125984,1,Röbeler Weg,,Berlin,,de,,12623,
274337,18,Gottlieb-Dunkel-Straße,,Berlin,,de,,12099,
274025,12,Delbrückstraße,,Berlin,,de,,10315,
173157,5,Mittenwalder Weg,,Berlin,,de,,13587,
55062,77,Paplitzer Straße,,Berlin,,de,,12307,
56583,2,Pillkaller Allee,,Berlin,,de,,14055,
18003,19,Elbingeroder Weg,,Berlin,,de,,12059,
158344,18,Mergentheimer Straße,,Berlin,,de,,12247,
35858,2,Kappenstraße,,Berlin,,de,,12357,
161801,14,Hirseweg,,Berlin,,de,,12683,
28280,35,Hackbuschstraße,,Berlin,,de,,13591,
311015,22 B,Raumbacher Straße,,Berlin,,de,,12559,
259734,8,Anton-von-Werner-Straße,,Berlin,,de,,12621,
63002,16,Sansibarstraße,,Berlin,,de,,13351,
